title,artist,i,me,my,myself,we,our,ours,ourselves,you,your,yours,yourself,yourselves,he,him,his,himself,she,her,hers,herself,it,its,itself,they,them,their,theirs,themselves,what,which,who,whom,this,that,these,those,am,is,are,was,were,be,been,being,have,has,had,having,do,does,did,doing,a,an,the,and,but,if,or,because,as,until,while,of,at,by,for,with,about,against,between,into,through,during,before,after,above,below,to,from,up,down,in,out,on,off,over,under,again,further,then,once,here,there,when,where,why,how,all,any,both,each,few,more,most,other,some,such,no,nor,not,only,own,same,so,than,too,very,s,t,can,will,just,don,should,now,d,ll,m,o,re,ve,y,ain,aren,couldn,didn,doesn,hadn,hasn,haven,isn,ma,mightn,mustn,needn,shan,shouldn,wasn,weren,won,wouldn,NN,NNP,DT,IN,JJ,NNS,CC,PRP,VB,VBG,im,like,na,got,oh,dont,know,love,get,go,baby,wan,make,yeah,youre,cause,girl,see,want,cant,gon,one,let,aint,say,never,right,take,time,back,period,comma,colon,semi-colon,dash,single quote,double quotes,left paren,right paren,question mark,average characters,uniqueness,average words,num long words
ms new booty,bubba sparxxx featuring ying yang twins,0.0105263157895,0.0184210526316,0.0,0.0,0.00131578947368,0.0,0.0,0.0,0.0223684210526,0.00657894736842,0.0,0.0,0.0,0.0,0.0,0.0105263157895,0.0,0.00131578947368,0.0,0.0,0.0,0.101315789474,0.00131578947368,0.00131578947368,0.0,0.0,0.0,0.0,0.0,0.0144736842105,0.0,0.0,0.00394736842105,0.00263157894737,0.0105263157895,0.00131578947368,0.0,0.0,0.00526315789474,0.00131578947368,0.00131578947368,0.0,0.00131578947368,0.0,0.0,0.0,0.0,0.00131578947368,0.0,0.00789473684211,0.0,0.00131578947368,0.0,0.00657894736842,0.0,0.0171052631579,0.0210526315789,0.00263157894737,0.00131578947368,0.0105263157895,0.0,0.0,0.0,0.0,0.00263157894737,0.0,0.0,0.0105263157895,0.00263157894737,0.0105263157895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0144736842105,0.0,0.00394736842105,0.0,0.00526315789474,0.0,0.0144736842105,0.00131578947368,0.00131578947368,0.0,0.0,0.0,0.0105263157895,0.00131578947368,0.00131578947368,0.00131578947368,0.0,0.0,0.0,0.00131578947368,0.00394736842105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00263157894737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00131578947368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00394736842105,0.0,0.0,0.00131578947368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.0,0.0,0.0,3.0,72.0,13.0,0.0,3.0,58.0,11.0,0.00426439232409,0.00426439232409,0.00213219616205,0.00639658848614,0.0,0.00852878464819,0.0,0.00213219616205,0.0746268656716,0.00639658848614,0.00426439232409,0.0,0.00852878464819,0.00213219616205,0.0,0.0,0.00213219616205,0.0170575692964,0.00213219616205,0.0,0.00426439232409,0.0,0.00852878464819,0.00639658848614,0.0,0.0,0.0255863539446,0.00213219616205,0.0,0.0170575692964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.81023454158,0.347547974414,758.0,0.245202558635
when you gonna give it up to me,sean paul featuring keyshia cole,0.0131233595801,0.0577427821522,0.00524934383202,0.0,0.0,0.0,0.0,0.0,0.0787401574803,0.00262467191601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00262467191601,0.0,0.0,0.0,0.0393700787402,0.00262467191601,0.0,0.0,0.0,0.0,0.0,0.0,0.00262467191601,0.0,0.0,0.0,0.00262467191601,0.0,0.0,0.0,0.0,0.00262467191601,0.00262467191601,0.0,0.0,0.010498687664,0.0,0.0,0.00524934383202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0183727034121,0.00262467191601,0.0341207349081,0.0262467191601,0.00262467191601,0.00787401574803,0.0,0.00787401574803,0.0,0.00262467191601,0.0,0.00262467191601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00262467191601,0.0,0.0,0.0,0.0,0.0,0.0,0.0131233595801,0.00787401574803,0.0393700787402,0.0,0.0,0.00524934383202,0.00524934383202,0.0,0.00262467191601,0.0,0.0,0.0,0.00524934383202,0.00262467191601,0.00262467191601,0.0,0.0183727034121,0.00262467191601,0.00262467191601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0131233595801,0.0,0.0,0.0,0.0,0.0,0.0183727034121,0.0,0.0,0.0,0.0,0.0,0.00262467191601,0.0,0.00787401574803,0.0,0.00262467191601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,0.0,2.0,28.0,8.0,0.0,0.0,13.0,4.0,0.00512820512821,0.00512820512821,0.0461538461538,0.0102564102564,0.0,0.0102564102564,0.0205128205128,0.0102564102564,0.00512820512821,0.00512820512821,0.00512820512821,0.0102564102564,0.00512820512821,0.025641025641,0.0,0.0205128205128,0.025641025641,0.0153846153846,0.0102564102564,0.00512820512821,0.0358974358974,0.00512820512821,0.00512820512821,0.0,0.0,0.0,0.00512820512821,0.0,0.00512820512821,0.00512820512821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.38461538462,0.671794871795,369.0,0.2
photograph,nickelback,0.0651260504202,0.00840336134454,0.0063025210084,0.0,0.00840336134454,0.00210084033613,0.0,0.0,0.00420168067227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00210084033613,0.0,0.0,0.0483193277311,0.0147058823529,0.0,0.00210084033613,0.00210084033613,0.00210084033613,0.0,0.0,0.00210084033613,0.0,0.0,0.0,0.0063025210084,0.0147058823529,0.0,0.00210084033613,0.0,0.00840336134454,0.0,0.0126050420168,0.0,0.0,0.0,0.0,0.0063025210084,0.0,0.00420168067227,0.0,0.00840336134454,0.0,0.00210084033613,0.0,0.0063025210084,0.0,0.0504201680672,0.00840336134454,0.0,0.00420168067227,0.0,0.0,0.0,0.0,0.0,0.0252100840336,0.00420168067227,0.0,0.00840336134454,0.00210084033613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0441176470588,0.0,0.00420168067227,0.0,0.00420168067227,0.0231092436975,0.00840336134454,0.0,0.0,0.0,0.0,0.0,0.00420168067227,0.0,0.0,0.0,0.00210084033613,0.00420168067227,0.0,0.00420168067227,0.0,0.0,0.0,0.0,0.0,0.00210084033613,0.00210084033613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063025210084,0.00420168067227,0.00420168067227,0.0,0.0,0.0,0.0,0.0,0.00210084033613,0.0,0.00210084033613,0.00420168067227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,8.0,4.0,52.0,10.0,0.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0,0.00790513833992,0.0,0.00790513833992,0.0,0.00395256916996,0.00395256916996,0.0,0.0,0.0,0.0,0.0,0.0,0.00395256916996,0.0,0.0,0.0118577075099,0.0,0.00395256916996,0.00395256916996,0.0,0.0474308300395,0.00790513833992,0.0,0.0,0.0395256916996,0.0197628458498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.73517786561,0.498023715415,476.0,0.256916996047
because of you,kelly clarkson,0.0764331210191,0.015923566879,0.0191082802548,0.0031847133758,0.0,0.0,0.0,0.0,0.0796178343949,0.00955414012739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015923566879,0.00636942675159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00636942675159,0.0,0.0,0.00955414012739,0.0,0.0,0.0031847133758,0.0,0.0,0.0,0.0,0.0031847133758,0.0,0.0,0.0,0.0,0.0,0.00636942675159,0.0,0.00636942675159,0.0,0.0382165605096,0.00636942675159,0.00636942675159,0.0,0.0,0.0445859872611,0.0,0.0,0.0,0.0636942675159,0.0,0.0,0.0031847133758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031847133758,0.0,0.0,0.0,0.0350318471338,0.00955414012739,0.0,0.0,0.0127388535032,0.0031847133758,0.0127388535032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031847133758,0.0,0.0,0.0031847133758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0222929936306,0.00636942675159,0.0,0.00636942675159,0.0191082802548,0.0031847133758,0.0127388535032,0.0,0.0,0.0,0.0031847133758,0.00955414012739,0.00636942675159,0.0,0.0031847133758,0.0031847133758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,1.0,2.0,16.0,4.0,0.0,0.0,11.0,0.0,0.016,0.0,0.0,0.0,0.0,0.032,0.016,0.0,0.032,0.0,0.0,0.0,0.008,0.0,0.0,0.008,0.0,0.0,0.0,0.008,0.0,0.0,0.024,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.008,0.608,313.0,0.264
stickwitu,pussycat dolls,0.0254237288136,0.0536723163842,0.0169491525424,0.0,0.00282485875706,0.00282485875706,0.0,0.0,0.0734463276836,0.00564971751412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00564971751412,0.0,0.00282485875706,0.0,0.0,0.00564971751412,0.0,0.0,0.0,0.0112994350282,0.00564971751412,0.0,0.0,0.0,0.00847457627119,0.0,0.0,0.0,0.00282485875706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00282485875706,0.0,0.00564971751412,0.0169491525424,0.00282485875706,0.0,0.0,0.0,0.00282485875706,0.0,0.0,0.0,0.0,0.0,0.00282485875706,0.00564971751412,0.00564971751412,0.0,0.00282485875706,0.00282485875706,0.0,0.0,0.0,0.0,0.0,0.0,0.0197740112994,0.0,0.00282485875706,0.00564971751412,0.00564971751412,0.0,0.00564971751412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00282485875706,0.0,0.0,0.0,0.00847457627119,0.0112994350282,0.00282485875706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00282485875706,0.0,0.0,0.0141242937853,0.0,0.0,0.0,0.0,0.0,0.00282485875706,0.0,0.0,0.0,0.0,0.00564971751412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0,2.0,1.0,17.0,7.0,0.0,2.0,21.0,8.0,0.0711111111111,0.00444444444444,0.0355555555556,0.00888888888889,0.0,0.0177777777778,0.0444444444444,0.0266666666667,0.0,0.00888888888889,0.0222222222222,0.0,0.0,0.0,0.00444444444444,0.00444444444444,0.0,0.00444444444444,0.0133333333333,0.0,0.0888888888889,0.00444444444444,0.0,0.0177777777778,0.00444444444444,0.0,0.00444444444444,0.0177777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.32444444444,0.32,346.0,0.231111111111
my humps,the black eyed peas,0.0160256410256,0.0432692307692,0.0817307692308,0.0,0.00160256410256,0.0,0.0,0.0,0.0480769230769,0.0144230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00160256410256,0.0,0.0,0.0,0.00801282051282,0.0,0.0,0.0160256410256,0.00320512820513,0.00160256410256,0.0,0.0,0.00961538461538,0.0,0.0,0.0,0.00160256410256,0.025641025641,0.00320512820513,0.0,0.0,0.0,0.0,0.0,0.0,0.00480769230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0128205128205,0.0,0.0,0.0,0.00641025641026,0.0,0.00801282051282,0.0128205128205,0.00480769230769,0.00160256410256,0.0,0.0,0.0,0.0,0.0,0.00160256410256,0.00320512820513,0.0,0.0,0.00961538461538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00320512820513,0.0,0.0,0.00160256410256,0.00320512820513,0.00320512820513,0.0320512820513,0.00480769230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0320512820513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00160256410256,0.0,0.0144230769231,0.0,0.00160256410256,0.0,0.0,0.0,0.00801282051282,0.0,0.0,0.0,0.0,0.0,0.00480769230769,0.0,0.00160256410256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00160256410256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,2.0,0.0,8.0,54.0,23.0,0.0,0.0,31.0,3.0,0.0117647058824,0.0,0.00294117647059,0.0264705882353,0.0176470588235,0.00588235294118,0.0,0.0264705882353,0.0441176470588,0.0,0.00294117647059,0.00294117647059,0.0529411764706,0.0,0.0,0.0,0.00294117647059,0.0,0.00294117647059,0.00294117647059,0.0205882352941,0.0,0.0,0.00882352941176,0.00882352941176,0.0,0.00294117647059,0.0,0.0117647058824,0.00294117647059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.29705882353,0.376470588235,623.0,0.15
whered you go,fort minor featuring holly brook and jonah matranga,0.0438596491228,0.00877192982456,0.00657894736842,0.00438596491228,0.0,0.0,0.0,0.0,0.0723684210526,0.00877192982456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0109649122807,0.0241228070175,0.0,0.0,0.0,0.0,0.0,0.0,0.00219298245614,0.0,0.0,0.0,0.0,0.0285087719298,0.00219298245614,0.0,0.0,0.0,0.0,0.0,0.0,0.00657894736842,0.0328947368421,0.0,0.00877192982456,0.00219298245614,0.00657894736842,0.0,0.0,0.0,0.0,0.0,0.0131578947368,0.00219298245614,0.0219298245614,0.0285087719298,0.00877192982456,0.00219298245614,0.0,0.0,0.0,0.0,0.00438596491228,0.00877192982456,0.00438596491228,0.00657894736842,0.00438596491228,0.00877192982456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0241228070175,0.00219298245614,0.0109649122807,0.0,0.00219298245614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00219298245614,0.0131578947368,0.0,0.00657894736842,0.00219298245614,0.00219298245614,0.0,0.00219298245614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00438596491228,0.0,0.00219298245614,0.0,0.00219298245614,0.00219298245614,0.0,0.0,0.0241228070175,0.0,0.0,0.0,0.0,0.0,0.00438596491228,0.0,0.00438596491228,0.0,0.0,0.00219298245614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,2.0,12.0,53.0,6.0,0.0,0.0,18.0,3.0,0.0174672489083,0.0393013100437,0.00436681222707,0.00436681222707,0.0,0.0131004366812,0.0218340611354,0.0,0.00436681222707,0.0218340611354,0.0,0.00436681222707,0.0,0.0,0.00436681222707,0.00436681222707,0.0,0.0,0.0131004366812,0.0,0.0,0.00436681222707,0.0,0.0,0.00873362445415,0.0,0.0,0.0,0.00436681222707,0.0349344978166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.77292576419,0.475982532751,455.0,0.288209606987
yo excuse me miss,chris brown,0.0598130841121,0.0317757009346,0.00934579439252,0.0,0.0,0.0,0.0018691588785,0.0,0.0429906542056,0.0168224299065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00934579439252,0.0224299065421,0.0,0.0,0.011214953271,0.0018691588785,0.0,0.0,0.0,0.0,0.0,0.0,0.0018691588785,0.0,0.0,0.0,0.00747663551402,0.0130841121495,0.0,0.0,0.0,0.00934579439252,0.0018691588785,0.00747663551402,0.0,0.00560747663551,0.0018691588785,0.0,0.0018691588785,0.0,0.0,0.0,0.011214953271,0.0,0.0,0.0,0.00560747663551,0.0,0.0280373831776,0.011214953271,0.014953271028,0.00373831775701,0.0018691588785,0.0,0.0,0.0,0.0,0.00373831775701,0.0,0.00373831775701,0.011214953271,0.00934579439252,0.00934579439252,0.0,0.0,0.0,0.0,0.0,0.0018691588785,0.0,0.0,0.0,0.0523364485981,0.00747663551402,0.0,0.0,0.00373831775701,0.00373831775701,0.0018691588785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00747663551402,0.00560747663551,0.0018691588785,0.0018691588785,0.0,0.00747663551402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00747663551402,0.0,0.00560747663551,0.0,0.0,0.0,0.0018691588785,0.0,0.00934579439252,0.0,0.00373831775701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0,0.0,11.0,38.0,15.0,0.0,0.0,5.0,8.0,0.0037037037037,0.0222222222222,0.0,0.0407407407407,0.0148148148148,0.0222222222222,0.0333333333333,0.0148148148148,0.00740740740741,0.00740740740741,0.0111111111111,0.0,0.0037037037037,0.0037037037037,0.0259259259259,0.0,0.0037037037037,0.0,0.0333333333333,0.0,0.0,0.00740740740741,0.0037037037037,0.00740740740741,0.0185185185185,0.0037037037037,0.0,0.0,0.0037037037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.62962962963,0.466666666667,535.0,0.233333333333
walk away,kelly clarkson,0.0188679245283,0.0220125786164,0.00943396226415,0.0,0.0,0.0,0.0,0.0,0.0849056603774,0.0157232704403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00314465408805,0.0,0.0,0.0,0.0,0.0,0.0,0.00314465408805,0.0,0.00314465408805,0.0,0.0062893081761,0.00314465408805,0.0,0.0,0.0,0.00314465408805,0.00314465408805,0.0,0.0,0.0,0.0,0.00314465408805,0.0125786163522,0.00314465408805,0.0,0.0,0.00314465408805,0.0,0.0,0.0,0.00943396226415,0.0,0.0345911949686,0.0188679245283,0.00314465408805,0.0125786163522,0.00943396226415,0.0,0.0,0.0,0.0,0.00314465408805,0.00314465408805,0.00314465408805,0.0283018867925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062893081761,0.00314465408805,0.0,0.0,0.0157232704403,0.0,0.0,0.0,0.00314465408805,0.0,0.00314465408805,0.00314465408805,0.0,0.0,0.0,0.0,0.0062893081761,0.0,0.0125786163522,0.0,0.0,0.0,0.00943396226415,0.00314465408805,0.0062893081761,0.0,0.0,0.0,0.0,0.00314465408805,0.0,0.00314465408805,0.0,0.0,0.0,0.0,0.0125786163522,0.0,0.0,0.0,0.0125786163522,0.0,0.0,0.0,0.0,0.0,0.00314465408805,0.0,0.0314465408805,0.0,0.0188679245283,0.00314465408805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,4.0,3.0,13.0,10.0,0.0,0.0,11.0,5.0,0.0121951219512,0.00609756097561,0.00609756097561,0.00609756097561,0.00609756097561,0.030487804878,0.0243902439024,0.00609756097561,0.0121951219512,0.0182926829268,0.0121951219512,0.0,0.0,0.0182926829268,0.0,0.00609756097561,0.0,0.0,0.0182926829268,0.0,0.00609756097561,0.0,0.0,0.0,0.0121951219512,0.0121951219512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.71951219512,0.579268292683,317.0,0.243902439024
laffy taffy,d4l,0.0255183413078,0.0111642743222,0.00797448165869,0.0,0.00159489633174,0.0,0.0,0.0,0.0271132376396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00478468899522,0.0,0.0,0.0,0.0111642743222,0.00318979266348,0.0,0.00159489633174,0.00478468899522,0.0,0.0,0.0,0.00159489633174,0.0,0.0,0.0,0.00478468899522,0.0861244019139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00159489633174,0.0,0.0,0.0,0.0,0.0,0.0,0.00478468899522,0.0,0.0,0.0,0.0127591706539,0.0,0.0159489633174,0.0191387559809,0.00159489633174,0.0,0.0,0.0,0.0,0.0,0.00159489633174,0.00159489633174,0.00318979266348,0.0,0.00318979266348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00478468899522,0.0,0.00159489633174,0.00159489633174,0.00318979266348,0.00478468899522,0.0127591706539,0.0,0.0,0.0,0.0,0.0,0.00159489633174,0.0,0.00159489633174,0.0,0.0,0.0,0.0,0.0,0.00478468899522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00478468899522,0.0,0.0,0.0,0.0,0.0,0.00478468899522,0.0,0.0,0.0,0.0,0.0,0.00318979266348,0.00159489633174,0.00318979266348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.0,0.0,0.0,6.0,72.0,25.0,0.0,0.0,17.0,0.0,0.0138888888889,0.00694444444444,0.00925925925926,0.0115740740741,0.0115740740741,0.00925925925926,0.00925925925926,0.0,0.00925925925926,0.0162037037037,0.00231481481481,0.00925925925926,0.0,0.0,0.0,0.00694444444444,0.0509259259259,0.00231481481481,0.0,0.00231481481481,0.00231481481481,0.0,0.00231481481481,0.00462962962963,0.00231481481481,0.0,0.00462962962963,0.0,0.00462962962963,0.00462962962963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.44675925926,0.400462962963,621.0,0.108796296296
what you know,ti,0.0361111111111,0.0152777777778,0.00138888888889,0.0,0.00555555555556,0.0,0.0,0.0,0.0666666666667,0.00138888888889,0.0,0.0,0.0,0.00277777777778,0.0,0.0,0.0,0.00138888888889,0.0,0.0,0.0,0.00833333333333,0.0,0.0,0.0,0.00138888888889,0.0,0.0,0.0,0.0319444444444,0.0,0.00138888888889,0.0,0.0,0.0416666666667,0.00138888888889,0.0,0.0,0.00138888888889,0.00138888888889,0.0,0.0,0.00138888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00138888888889,0.0,0.0,0.0138888888889,0.0,0.0513888888889,0.0152777777778,0.0,0.00416666666667,0.00277777777778,0.00138888888889,0.00138888888889,0.0,0.0,0.00138888888889,0.00555555555556,0.00694444444444,0.00277777777778,0.00138888888889,0.0513888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0111111111111,0.0,0.0,0.0,0.00694444444444,0.00416666666667,0.0138888888889,0.00972222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00555555555556,0.0166666666667,0.0,0.00138888888889,0.0180555555556,0.0,0.0,0.0,0.00138888888889,0.0,0.00138888888889,0.0,0.0,0.0,0.0,0.0,0.00694444444444,0.0,0.0,0.0,0.00138888888889,0.0,0.0,0.00277777777778,0.0,0.0,0.0,0.00694444444444,0.00277777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,1.0,3.0,2.0,64.0,24.0,0.0,0.0,12.0,4.0,0.013698630137,0.0027397260274,0.00547945205479,0.027397260274,0.0,0.0246575342466,0.117808219178,0.0,0.013698630137,0.0,0.0,0.00547945205479,0.00547945205479,0.0,0.0,0.00547945205479,0.0,0.00821917808219,0.0,0.0,0.0,0.0,0.0,0.0,0.0027397260274,0.0027397260274,0.0,0.0027397260274,0.0,0.0109589041096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.46575342466,0.495890410959,717.0,0.232876712329
savin me,nickelback,0.0369127516779,0.0771812080537,0.00335570469799,0.0,0.0,0.0,0.0,0.0,0.0369127516779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0402684563758,0.0234899328859,0.0,0.0,0.0,0.0,0.0,0.0,0.0201342281879,0.0,0.0,0.0,0.0134228187919,0.0,0.0167785234899,0.0,0.0,0.010067114094,0.0,0.0,0.0,0.0201342281879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0167785234899,0.0604026845638,0.0,0.0134228187919,0.0,0.0,0.0,0.0,0.0,0.00671140939597,0.0,0.0,0.0369127516779,0.00335570469799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0234899328859,0.0134228187919,0.00671140939597,0.0,0.00335570469799,0.0,0.00671140939597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0134228187919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00335570469799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010067114094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,8.0,29.0,13.0,0.0,0.0,6.0,7.0,0.111111111111,0.0208333333333,0.0,0.00694444444444,0.0277777777778,0.0,0.0,0.00694444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00694444444444,0.0,0.00694444444444,0.0,0.0208333333333,0.0,0.00694444444444,0.0763888888889,0.0,0.0208333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.52083333333,0.381944444444,298.0,0.256944444444
